Total Amt,Fee Surcharge Type 1,Fee Type Charges 1,Fee Surcharge Type 2,Fee Type Charges 2,Fee Surcharge Type 3,Fee Type Charges 3,Fee Surcharge Type 4,Fee Type Charges 4,Fee Surcharge Type 5,Fee Type Charges 5,Merchant Name,Merchant Number,Invoice Date,Invoice Number,Warehouse Name,Order Number,Order Date,Drop Ship Name,Shipment ID,No. of Pkgs,Received Date,Tracking Number,Pkg Reference,Dim Weight,Weight,Height,Width,Length,No. of Pieces,"Contents (SKU-Qty,SKU-Qty)",Company,Address 1,Address 2,City,State,Postal Code,Country,Ship From Zip,Zone,Carrier,Class of Service,Transmitted Shipping Method,Actual Shipping Method,Shipped Date,Fee Category,Ngs Postage Key,Fee Surcharge Type 6,Fee Type Charges 6,Fee Surcharge Type 7,Fee Type Charges 7,Fee Surcharge Type 8,Fee Type Charges 8,Fee Surcharge Type 9,Fee Type Charges 9,Fee Surcharge Type 10,Fee Type Charges 10
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",89e5c90e-d381-4485-a49b-3312ba684173,10/15/24,,318333232,1,10/15/24,2.71202E+17,1.57032E+14,,0.18,5.63,0.75,10.5,1,"920-00059,1",,,,,,1742,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464769,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",0cd27d52-9e6a-453a-b5cd-7ba42a985838,10/10/24,,317972628,1,10/10/24,9.40011E+21,1.57032E+14,,0.36,6,2,9,1,"900-00190,1,900-00407,1",,,,,,85726,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178344042,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",d71b2097-ecd9-4ab1-b638-c590d246a4f0,10/14/24,,318294168,1,10/14/24,9.40551E+21,1.57032E+14,,0.12,6,2,9,1,"200-00001,2,900-00102,2",,,,,,6279,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178451120,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",a7e28c25-9190-4abc-95b2-38016596f787,10/15/24,,318333142,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,80007,US,41048,6,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464737,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",3e972e58-ef20-4479-bf6d-1a39fc883bfa,9/20/24,,316842868,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,1810,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328133,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310998198,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,1760,US,,5,,,,,6/24/24,Postage,178327869,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",ef6a537f-befc-4cac-b67f-743edda11c74,10/14/24,,318295034,1,10/14/24,9.40551E+21,1.57032E+14,,0.34,6,2,9,1,"900-00190,1",,,,,,12866,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178462930,,,,,,,,,,
10.28,Base Fee,10.28,,,,,,,,,Quip,2731,,,"Hebron, KY",93719e35-fa12-4529-b327-da4791c22c6d,10/15/24,,318338436,1,10/16/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"200-00001,1,900-00109,1",,,,,,57702,US,41048,6,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178470762,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",5d596416-1e42-4a03-94b8-ca0abdcf05fc,10/17/24,,318538562,1,10/17/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00102,1,900-00180,1",,,,,,9468,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178495028,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",76bd9a01-40dd-434c-b659-e20f7f4a00c3,10/7/24,,317742432,1,10/8/24,9.40551E+21,1.57032E+14,,0.66,6,2,9,1,"900-00191,2",,,,,,55044,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328461,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311075210,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,17325,US,,4,,,,,6/24/24,Postage,178327972,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",6aff7496-faa9-4ccd-a706-f7aad8f0593a,10/15/24,,318307968,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,97239,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464732,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",582a27b6-2745-41c7-ae57-1d0bb24bd4e7,10/10/24,,317974216,1,10/10/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00121,1",,,,,,99674,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178333123,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",b6c65751-14dc-4c5c-8011-46667874f1f2,10/17/24,,318538574,1,10/17/24,9.40011E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00109,1",,,,,,9751,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178486760,,,,,,,,,,
4.04,Base Fee,4.04,,,,,,,,,Quip,2731,,,"Hebron, KY",b281cf28-9cd2-418b-9863-2ad32e06038c,10/14/24,,318268996,1,10/14/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00283,1",,,,,,11590,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178453687,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",528d582e-9bdf-4831-8583-aa4fe9474640,9/19/24,,316833162,1,9/19/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,60622,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328160,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",09f3c285-8d05-44f5-a31d-293aa168fc80,9/20/24,,316842602,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,49417,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328209,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",60f02d08-d55b-4086-a14d-840e4cb4a4cb,10/12/24,,318198270,1,10/12/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00109,1",,,,,,96763,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178404771,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",943aa25b-c5f2-4956-a21f-a4b328e0e37b,9/20/24,,316842926,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,1039,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328212,,,,,,,,,,
4.04,Base Fee,4.04,,,,,,,,,Quip,2731,,,"Hebron, KY",38863724-25d4-4e02-8782-d1c584d1d32b,10/12/24,,318194870,1,10/12/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00110,2",,,,,,13460,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178401513,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c3d2e6d2-a285-4e92-8986-334d6fc7a06e,10/12/24,,318333412,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,87110,US,41048,6,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464615,,,,,,,,,,
10.28,Base Fee,10.28,,,,,,,,,Quip,2731,,,"Hebron, KY",7d66a349-1b1f-40a0-bca7-fbab96fb608c,10/17/24,,318809984,1,10/18/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"900-00407,1,900-00408,1",,,,,,81637,US,41048,6,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178504073,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",baa81bbd-a12e-431b-8d6a-08d41b3a7e0e,10/15/24,,318307738,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,78209,US,41048,6,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464623,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",0bc06ecd-1532-4ee2-8f1c-da633f5f007c,10/16/24,,318367010,1,10/16/24,9.40551E+21,1.57032E+14,,0.27,6,2,12,1,"900-00007,1",,,,,,11103,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/16/24,Postage,178482149,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311075214,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,15143,US,,3,,,,,6/24/24,Postage,178327979,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",4aead7bc-1312-4b87-ba5c-18579395c7c2,9/20/24,,316869804,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,97209,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328302,,,,,,,,,,
5.13,Base Fee,5.13,,,,,,,,,Quip,2731,,,"Hebron, KY",c15dc614-cde9-4716-b3cf-dc4c6faff240,10/18/24,,318816396,1,10/18/24,9.40011E+21,1.57032E+14,,0.75,6,2,9,1,"200-00001,2,900-00102,2,900-00190,2",,,,,,96350,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/18/24,Postage,178510921,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",64cf905c-aad0-4a32-9787-d64cc8a86bb1,10/17/24,,318750040,1,10/17/24,9.40551E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,2",,,,,,74012,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178497264,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",68e2c13e-82d6-4f14-855c-076a03974f81,10/17/24,,318787852,1,10/17/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"200-00001,1,900-00102,1",,,,,,2138,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178496737,,,,,,,,,,
4.04,Base Fee,4.04,,,,,,,,,Quip,2731,,,"Hebron, KY",0a2728a2-ff15-4918-804d-78edd822dfa2,10/14/24,,318293352,1,10/14/24,9.40011E+21,1.57032E+14,,0.09,6,2,9,1,"200-00001,1,900-00102,1,900-00407,1",,,,,,55945,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178459781,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",10f230a2-e5b8-4cdc-9329-d5fa1ac5ce95,10/14/24,,318295012,1,10/14/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00109,1",,,,,,11238,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178463002,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",98f0d02d-5193-474f-9a32-92317f3ff080,10/13/24,,318258788,1,10/13/24,9.40551E+21,1.57032E+14,,1.52,6,2,12,1,"900-00140,1,900-00190,1,900-00191,1,900-00253,2,900-00342,1,900-00343,1",,,,,,96161,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178452071,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",c1b6464e-d05b-4c1d-b924-a28e62a1a865,9/19/24,,316833268,1,9/19/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,91403,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328150,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",8b7a61cf-8b19-4a1d-aa30-10e4e53e4c4f,10/14/24,,318296884,1,10/14/24,9.40551E+21,1.57032E+14,,0.11,6,2,9,1,"200-00001,1,900-00102,1",,,,,,97209,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178464817,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",f61c2b8e-ea5a-42b0-89cd-5295cbc79d17,10/15/24,,318335454,1,10/15/24,9.40551E+21,1.57032E+14,,0.08,6,2,9,1,"200-00001,1,900-00102,1",,,,,,22203,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178463507,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",c1498c88-2586-47df-821f-fe4c5e8bc3a0,10/14/24,,318267124,1,10/14/24,9.40011E+21,1.57032E+14,,0.4,6,2,9,1,"200-00001,1,900-00142,1,900-00190,1",,,,,,76579,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178396232,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",435892af-23ff-4579-885f-71ff42d28d6a,10/8/24,,317747162,1,10/8/24,9.40011E+21,1.57032E+14,,0.42,6,2,9,1,"200-00001,1,900-00109,2,900-00123,1,900-00190,1",,,,,,8740,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328720,,,,,,,,,,
4.49,Base Fee,4.49,,,,,,,,,Quip,2731,,,"Hebron, KY",f6de1eb6-0671-4b3e-8da4-e2d160bf8fda,10/13/24,,318233464,1,10/13/24,9.40011E+21,1.57032E+14,,0.41,6,2,9,1,"200-00001,1,900-00102,1,900-00190,1,900-00213,1",,,,,,22968,US,41048,4,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178396134,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",642bfc31-9764-461f-b441-713eb59d45bb,10/7/24,,317742238,1,10/8/24,9.40551E+21,1.57032E+14,,0.04,6,2,9,1,"900-00109,1",,,,,,28451,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/8/24,Postage,178328475,,,,,,,,,,
4.15,Base Fee,4.15,,,,,,,,,Quip,2731,,,"Hebron, KY",6eafdc4e-abff-4331-94bb-b46609d658e9,10/13/24,,318232114,1,10/13/24,9.40011E+21,1.57032E+14,,0.11,6,2,9,1,"200-00001,2,900-00102,1",,,,,,2892,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178396018,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310971154,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11763,US,,5,,,,,6/24/24,Postage,178327848,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310998364,,,2.71202E+17,1.57031E+14,,0.13,5.63,0.75,10.5,,",",,,,,,50023,US,,4,,,,,6/24/24,Postage,178328106,,,,,,,,,,
4.31,Base Fee,4.31,,,,,,,,,Quip,2731,,,"Hebron, KY",d3b00db5-57d3-4d31-917b-ee7ed13fcf60,10/12/24,,318197064,1,10/12/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00283,1",,,,,,78880,US,41048,6,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178404286,,,,,,,,,,
4.5,Base Fee,4.5,,,,,,,,,Quip,2731,,,"Hebron, KY",c50846bb-fb96-4062-a683-9e047bb563fa,10/8/24,,317776138,1,10/8/24,9.40011E+21,1.57032E+14,,0.28,6,2,12,1,"900-00005,1",,,,,,78691,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/8/24,Postage,178328661,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310973692,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,10471,US,,4,,,,,6/24/24,Postage,178327919,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",1b1c6dc7-1185-484a-b660-0b2135aac91d,10/10/24,,317975774,1,10/10/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00408,1",,,,,,89021,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/10/24,Postage,178342464,,,,,,,,,,
4.15,Base Fee,4.15,,,,,,,,,Quip,2731,,,"Hebron, KY",d4c0d80d-c647-4f7c-9a83-767c41defadb,10/13/24,,318231146,1,10/13/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00109,1",,,,,,12836,US,41048,5,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178381759,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,310972396,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,10705,US,,4,,,,,6/24/24,Postage,178327863,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311074234,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,19611,US,,4,,,,,6/24/24,Postage,178327956,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311046860,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,19122,US,,4,,,,,6/24/24,Postage,178327967,,,,,,,,,,
14.46,Base Fee,14.46,,,,,,,,,Quip,2731,,,"Hebron, KY",bd29c575-7fbe-4544-a5a2-d07ad9841afa,10/10/24,,318003362,1,10/10/24,9.40551E+21,1.57032E+14,,1.82,8.3,4.1,13.2,1,"900-00190,1,900-00229,1",,,,,,78245,US,41048,6,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178343134,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",e40d3786-84e1-4b4a-a7d2-9d2683780769,9/20/24,,316869838,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,15136,US,41048,3,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328304,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",bc3c48b5-e0d0-4ce9-a2d7-a4f978451ad2,10/15/24,,318307976,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,91602,US,41048,8,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464635,,,,,,,,,,
8.39,Base Fee,8.39,,,,,,,,,Quip,2731,,,"Hebron, KY",14f8ccbb-dbd8-4ab8-8ac3-8b8c28d8becc,10/18/24,,318862840,1,10/18/24,9.40551E+21,1.57032E+14,,0.06,6,2,9,1,"900-00407,1",,,,,,15213,US,41048,3,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178512263,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",26e2a1bd-e386-48ce-8ace-0322d563e6d4,10/18/24,,318862936,1,10/18/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"200-00001,1,900-00102,1",,,,,,90012,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/18/24,Postage,178512306,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311012084,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,11211,US,,4,,,,,6/24/24,Postage,178327930,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311041282,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,99901,US,,8,,,,,6/24/24,Postage,178327985,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",8f527bb0-de49-4867-9770-7391144402de,10/17/24,,318535834,1,10/17/24,9.40011E+21,1.57032E+14,,0.13,6,2,9,1,"200-00001,2,900-00109,1,900-00286,1",,,,,,99611,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/17/24,Postage,178494643,,,,,,,,,,
9.78,Base Fee,9.78,,,,,,,,,Quip,2731,,,"Hebron, KY",778f9f6c-fe6a-4e5a-ba8e-c858f7778c64,10/9/24,,317969660,1,10/10/24,9.40551E+21,1.57032E+14,,0.05,6,2,9,1,"900-00284,1",,,,,,75019,US,41048,5,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/10/24,Postage,178337517,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",bfa270d0-f0f2-40df-8bc6-4850b812b456,10/15/24,,318307982,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,10583,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464710,,,,,,,,,,
7.29,Base Fee,7.29,,,,,,,,,Quip,2731,,,"Hebron, KY",f6dc3dbe-abfb-404f-beb8-26895e77a398,10/15/24,,318338518,1,10/16/24,9.40011E+21,1.57032E+14,,0.8,6,2,12,1,"900-00096,1",,,,,,83340,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/16/24,Postage,178479976,,,,,,,,,,
8.57,Base Fee,8.57,,,,,,,,,Quip,2731,,,"Hebron, KY",9fff624d-9caa-4e82-9cbd-e2ac82d53b50,10/17/24,,318753666,1,10/17/24,9.40551E+21,1.57032E+14,,0.07,6,2,9,1,"200-00001,1,900-00110,1",,,,,,30316,US,41048,4,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/17/24,Postage,178497410,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",,,,311035506,,,2.71202E+17,1.57031E+14,,0.18,5.63,0.75,10.5,,",",,,,,,10462,US,,4,,,,,6/24/24,Postage,178327954,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",2142d235-9750-46cf-88c8-d516c5853f83,9/20/24,,316842622,1,9/20/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,10013,US,41048,4,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,9/20/24,Postage,178328289,,,,,,,,,,
11.68,Base Fee,11.68,,,,,,,,,Quip,2731,,,"Hebron, KY",292e8072-2dbc-46fb-8a6e-e3a131fc91e6,10/14/24,,318296932,1,10/14/24,9.40551E+21,1.57032E+14,,0.12,6,2,9,1,"200-00001,2,900-00102,2",,,,,,90503,US,41048,8,Pitney Bowes USPS,PM,PB USPS Priority Mail,PB USPS Priority Mail,10/15/24,Postage,178462240,,,,,,,,,,
3.97,Base Fee,3.97,,,,,,,,,Quip,2731,,,"Hebron, KY",4795ce85-49cc-404d-a433-b0e22977e5ac,10/16/24,,318341592,1,10/16/24,9.40011E+21,1.57032E+14,,0.07,6,2,9,1,"900-00109,1,900-00287,1",,,,,,9012,US,41048,3,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/16/24,Postage,178481561,,,,,,,,,,
1.31,Base Fee,1.31,,,,,,,,,Quip,2731,,,"Hebron, KY",9bd01f5a-7472-41b1-9011-3ed8eced85d7,10/15/24,,318307978,1,10/15/24,2.71202E+17,1.57032E+14,,0.13,5.63,0.75,10.5,1,"920-00058,1",,,,,,1746,US,41048,5,Pitney Bowes PreSort,SMF,PB Presort Standard Flats,PB Presort Standard Flats,10/15/24,Postage,178464682,,,,,,,,,,
4.48,Base Fee,4.48,,,,,,,,,Quip,2731,,,"Hebron, KY",ba90b155-14d0-43d7-b218-775f538e2134,10/15/24,,318302424,1,10/15/24,9.40011E+21,1.57032E+14,,0.06,6,2,9,1,"900-00102,1",,,,,,968,US,41048,7,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/15/24,Postage,178453289,,,,,,,,,,
4.81,Base Fee,4.81,,,,,,,,,Quip,2731,,,"Hebron, KY",ec2def1d-ada8-43eb-9177-9296058a575b,10/13/24,,318233254,1,10/13/24,9.40011E+21,1.57032E+14,,0.37,6,2,9,1,"900-00190,1,900-00287,1",,,,,,99141,US,41048,8,Pitney Bowes USPS,FCP,PB USPS First Class Package,PB USPS First Class Package,10/14/24,Postage,178383351,,,,,,,,,,
